Using backend: pytorch
Other supported backends: tensorflow.compat.v1, tensorflow, jax, paddle.
paddle supports more examples now and is recommended.
2023-10-06 12:43:53,172 [INFO]: Experiment started.
2023-10-06 12:43:53,172 [INFO]: Configuration: {'TRAINING': {'n_neurons': 128, 'n_layers': 5, 'activation': 'tanh', 'initializer': 'Glorot normal', 'lr_phase1': 0.0005, 'lr_phase2': 0.0005, 'epochs_phase1': 15000, 'epochs_phase2': 150000, 'weights1': [0, 0, 0, 1, 1], 'weights2': [1, 1, 1, 1, 1]}, 'DATA': {'test_size': 0.8, 'num_domain': 2000, 'num_boundary': 1000, 'resampling_period': 10000}, 'path_directory': './experiments/2023-10-06 12:43_128x5_tanh_Glorot normal_numdom2000_rs10000'}
Set the default float type to float64
Device ID: 2, Free Memory: 29930.0 MB
self.triangles shape: (141944, 3)
Compiling model...
'compile' took 0.000174 s

Training model...

Step      Train loss                                            Test loss                                             Test metric
0         [0.00e+00, 0.00e+00, 0.00e+00, 3.62e+03, 3.62e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 3.62e+03, 3.62e+03]    []  
1000      [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    []  
2000      [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    []  
3000      [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    []  
4000      [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    []  
5000      [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    []  
6000      [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    []  
7000      [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    []  
8000      [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    [0.00e+00, 0.00e+00, 0.00e+00, 2.09e+03, 2.09e+03]    []  
9000      [0.00e+00, 0.00e+00, 0.00e+00, 7.59e+02, 7.59e+02]    [0.00e+00, 0.00e+00, 0.00e+00, 7.59e+02, 7.59e+02]    []  
